reference_id,uart_seq,uart_round,payload_id,frame_hex,app_payload_hex,frame_bytes,sf,bandwidth_hz,cr,preamble_symbols,sync_word,phy_crc,ldro,sample_rate_hz,samples_per_symbol,leading_silence_samples,trailing_silence_samples,reference_samples,header_symbols,payload_symbols,tx_period_ms,source_reference_path,dataset_reference_path,reference_sha256,reference_metadata_path,uart_source_path,uart_source_sha256
40,40,0,40,40 44 33 22 11 00 01 00 58 28 00 BB DF 57 F0 45 12 C4 20 EA 48 B9 9B 1F 20 35 86 FD C6 78 56 34 12,28 00 BB DF 57 F0 45 12 C4 20 EA 48 B9 9B 1F 20 35 86 FD C6,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000040_fulltrim.cfile,reference/signalout_000040_fulltrim.cfile,7854E7A2732D3FBBC6CE83013FBA4EBBAE0378641BA3A3B2D1011BDF1EBA25A6,data/reference_phy/metadata/000040.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
41,41,0,41,40 44 33 22 11 00 01 00 58 29 00 03 EA B2 34 4F EC 55 44 73 88 27 BE 1B B6 DC 3B E3 3E 78 56 34 12,29 00 03 EA B2 34 4F EC 55 44 73 88 27 BE 1B B6 DC 3B E3 3E,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000041_fulltrim.cfile,reference/signalout_000041_fulltrim.cfile,D9C09FB32997161480ABF358269C44F4CBF0830FD436F8654BE3A081C2720794,data/reference_phy/metadata/000041.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
42,42,0,42,40 44 33 22 11 00 01 00 58 2A 00 7A B7 BD 8A 6B 1C 54 93 BA 93 1C DD 3B F3 9C 85 F3 AE 78 56 34 12,2A 00 7A B7 BD 8A 6B 1C 54 93 BA 93 1C DD 3B F3 9C 85 F3 AE,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000042_fulltrim.cfile,reference/signalout_000042_fulltrim.cfile,0FAF181130D98692DC6E97AE0EE415DFFF7B5E52F640F0D7C3A4E09D3D12C149,data/reference_phy/metadata/000042.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
43,43,0,43,40 44 33 22 11 00 01 00 58 2B 00 33 D6 82 26 A6 D4 F3 28 E8 DC B9 65 AB 48 78 B3 25 A3 78 56 34 12,2B 00 33 D6 82 26 A6 D4 F3 28 E8 DC B9 65 AB 48 78 B3 25 A3,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000043_fulltrim.cfile,reference/signalout_000043_fulltrim.cfile,490C7ABD814513FECB1FF2EE23A7ED6A8B5E4D70C8A6959670E0980A9C984223,data/reference_phy/metadata/000043.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
44,44,0,44,40 44 33 22 11 00 01 00 58 2C 00 CC 13 D6 81 B0 3B 34 2A E6 66 43 E7 D0 DB CA F2 52 FA 78 56 34 12,2C 00 CC 13 D6 81 B0 3B 34 2A E6 66 43 E7 D0 DB CA F2 52 FA,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000044_fulltrim.cfile,reference/signalout_000044_fulltrim.cfile,BD09CA395B4F61AA6C93B40084D1AEC8366D40F2DD46F6DE90E3BA8983ECB41B,data/reference_phy/metadata/000044.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
45,45,0,45,40 44 33 22 11 00 01 00 58 2D 00 B4 CF 59 3F 73 79 23 AB 57 39 D1 B4 DF B8 F0 0F D5 82 78 56 34 12,2D 00 B4 CF 59 3F 73 79 23 AB 57 39 D1 B4 DF B8 F0 0F D5 82,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000045_fulltrim.cfile,reference/signalout_000045_fulltrim.cfile,618F0F8DB6C7E270076EA3F7BFA48DE685DF1A84C7BD6E840CEA9994B7A5D854,data/reference_phy/metadata/000045.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
46,46,0,46,40 44 33 22 11 00 01 00 58 2E 00 AA 5E F5 C8 74 80 62 28 AD 70 94 CC F3 B2 D1 A6 F3 5A 78 56 34 12,2E 00 AA 5E F5 C8 74 80 62 28 AD 70 94 CC F3 B2 D1 A6 F3 5A,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000046_fulltrim.cfile,reference/signalout_000046_fulltrim.cfile,2C47F5E39CE309EE6022CFE6C4E413FF1B88C0DD282F596D18F1D74355F7250F,data/reference_phy/metadata/000046.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
47,47,0,47,40 44 33 22 11 00 01 00 58 2F 00 D9 69 FF 2E F7 2C 2B 15 F7 E4 6C 66 AD 5E 5E 44 B0 54 78 56 34 12,2F 00 D9 69 FF 2E F7 2C 2B 15 F7 E4 6C 66 AD 5E 5E 44 B0 54,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000047_fulltrim.cfile,reference/signalout_000047_fulltrim.cfile,183C1940AEA39841078D023558F5156B17F863CAF3EF9064EC9C28A19935C92D,data/reference_phy/metadata/000047.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
48,48,0,48,40 44 33 22 11 00 01 00 58 30 00 66 68 25 48 BA DF C9 0E BF 17 9B A4 6B C2 F0 34 5E 3A 78 56 34 12,30 00 66 68 25 48 BA DF C9 0E BF 17 9B A4 6B C2 F0 34 5E 3A,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000048_fulltrim.cfile,reference/signalout_000048_fulltrim.cfile,DBE99383A9C1FD9E280E70FEF6E04DE05A5F3548C59B503D064D224C59CB09CD,data/reference_phy/metadata/000048.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
49,49,0,49,40 44 33 22 11 00 01 00 58 31 00 0E 4F FD 4B 29 AE C5 17 3A BB D4 55 22 4B 34 BD 3B 54 78 56 34 12,31 00 0E 4F FD 4B 29 AE C5 17 3A BB D4 55 22 4B 34 BD 3B 54,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000049_fulltrim.cfile,reference/signalout_000049_fulltrim.cfile,0F648A2DA68B968DF1C3810F7E201C526327A2F1318DC5CAE078357728C3903C,data/reference_phy/metadata/000049.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
50,50,0,50,40 44 33 22 11 00 01 00 58 32 00 13 01 B3 EE 27 67 4D 23 F1 E1 68 0E 1B 88 FA 5C 61 00 78 56 34 12,32 00 13 01 B3 EE 27 67 4D 23 F1 E1 68 0E 1B 88 FA 5C 61 00,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000050_fulltrim.cfile,reference/signalout_000050_fulltrim.cfile,86E8C7278B9D45CECAC1F3FDCA9373EBA80CC674F702FF33668130459C43E2A9,data/reference_phy/metadata/000050.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
51,51,0,51,40 44 33 22 11 00 01 00 58 33 00 37 A8 93 85 D8 75 E5 FC 3D 82 47 4C 40 63 71 E6 C1 39 78 56 34 12,33 00 37 A8 93 85 D8 75 E5 FC 3D 82 47 4C 40 63 71 E6 C1 39,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000051_fulltrim.cfile,reference/signalout_000051_fulltrim.cfile,9C43388E7519A0D2B90F9E26A3A975107EAD4988E0116400BC38051FC3E206F6,data/reference_phy/metadata/000051.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
52,52,0,52,40 44 33 22 11 00 01 00 58 34 00 50 FD 61 AD D0 7F 21 96 9A DF 97 05 C7 34 01 D6 02 1D 78 56 34 12,34 00 50 FD 61 AD D0 7F 21 96 9A DF 97 05 C7 34 01 D6 02 1D,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000052_fulltrim.cfile,reference/signalout_000052_fulltrim.cfile,E7FC87F92E1B0CBE5ED150660ABBF10F4A452A4CD888748F2CE8362A6229F7DF,data/reference_phy/metadata/000052.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
53,53,0,53,40 44 33 22 11 00 01 00 58 35 00 38 02 76 77 7E 0F B0 C3 75 5D 21 FA F9 16 5A C2 C3 E1 78 56 34 12,35 00 38 02 76 77 7E 0F B0 C3 75 5D 21 FA F9 16 5A C2 C3 E1,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000053_fulltrim.cfile,reference/signalout_000053_fulltrim.cfile,AA54C5E4B89BD72FF172669F0425B93471C4A22292780377DBDC12BA19469A8B,data/reference_phy/metadata/000053.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
54,54,0,54,40 44 33 22 11 00 01 00 58 36 00 14 1F C9 DB C7 0D B4 33 1E 1C AE 03 3A 49 BD 56 C2 D0 78 56 34 12,36 00 14 1F C9 DB C7 0D B4 33 1E 1C AE 03 3A 49 BD 56 C2 D0,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000054_fulltrim.cfile,reference/signalout_000054_fulltrim.cfile,3D8DF476D047D5B2A806C3D8642390C53F08494B211E42892E829F43B6D49EBD,data/reference_phy/metadata/000054.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
55,55,0,55,40 44 33 22 11 00 01 00 58 37 00 CC 52 21 79 C0 97 EB 29 37 5B 2D 87 9C D5 D2 DC E3 4F 78 56 34 12,37 00 CC 52 21 79 C0 97 EB 29 37 5B 2D 87 9C D5 D2 DC E3 4F,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000055_fulltrim.cfile,reference/signalout_000055_fulltrim.cfile,1AF96670400D5B42E5FD509D0CFD2C2C5DB7500E2B8C09FB8126B09DF95297C7,data/reference_phy/metadata/000055.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
56,56,0,56,40 44 33 22 11 00 01 00 58 38 00 B7 26 94 89 CA 31 1E ED EC 21 4D E2 65 E9 94 0C 66 48 78 56 34 12,38 00 B7 26 94 89 CA 31 1E ED EC 21 4D E2 65 E9 94 0C 66 48,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000056_fulltrim.cfile,reference/signalout_000056_fulltrim.cfile,CF4915D85B216D3E9D92BAA99A261150162739266AA09DCF12A3C5DC68049B6E,data/reference_phy/metadata/000056.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
57,57,0,57,40 44 33 22 11 00 01 00 58 39 00 98 E5 48 B0 B8 C0 F6 3B B1 8D DE C8 DE AF 3B 58 83 B8 78 56 34 12,39 00 98 E5 48 B0 B8 C0 F6 3B B1 8D DE C8 DE AF 3B 58 83 B8,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000057_fulltrim.cfile,reference/signalout_000057_fulltrim.cfile,08E1F53E9C6F5027D6D06E31274D3DD808BC775AFB9DECA87844A34E5F934547,data/reference_phy/metadata/000057.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
58,58,0,58,40 44 33 22 11 00 01 00 58 3A 00 C0 A1 76 7F 93 9B 0D B1 DA A5 68 61 B0 56 12 4C 65 EC 78 56 34 12,3A 00 C0 A1 76 7F 93 9B 0D B1 DA A5 68 61 B0 56 12 4C 65 EC,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000058_fulltrim.cfile,reference/signalout_000058_fulltrim.cfile,C6F7F5DDC7794D8BE2A05CDCDB81B54650E54CE72B01197BC7EE2740532A91B4,data/reference_phy/metadata/000058.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
59,59,0,59,40 44 33 22 11 00 01 00 58 3B 00 DB 97 62 37 30 5E 98 B9 E2 EC A2 3F 65 2D 07 06 22 89 78 56 34 12,3B 00 DB 97 62 37 30 5E 98 B9 E2 EC A2 3F 65 2D 07 06 22 89,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000059_fulltrim.cfile,reference/signalout_000059_fulltrim.cfile,6717BB71E5D084FA17A064BA982C2566CB7FD9E3888B929D6105792F8C872266,data/reference_phy/metadata/000059.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
60,60,0,60,40 44 33 22 11 00 01 00 58 3C 00 2E 6D 08 D5 B1 96 68 36 0A 2D 50 3F C1 5C D6 A7 AF 84 78 56 34 12,3C 00 2E 6D 08 D5 B1 96 68 36 0A 2D 50 3F C1 5C D6 A7 AF 84,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000060_fulltrim.cfile,reference/signalout_000060_fulltrim.cfile,6632B8FCF7E40213DB326344DB2233461455104C2C22D4399917419E33C30868,data/reference_phy/metadata/000060.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
61,61,0,61,40 44 33 22 11 00 01 00 58 3D 00 05 C5 5D 20 40 85 72 84 9C 83 FD 41 C8 85 4E 6E 2A 68 78 56 34 12,3D 00 05 C5 5D 20 40 85 72 84 9C 83 FD 41 C8 85 4E 6E 2A 68,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000061_fulltrim.cfile,reference/signalout_000061_fulltrim.cfile,EA361DF2FA26FFE0BA513CF416250B75C0257C772A4C0ED01981BAD733C3C3C1,data/reference_phy/metadata/000061.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
62,62,0,62,40 44 33 22 11 00 01 00 58 3E 00 F5 25 F0 75 CE 7B 9D CD D5 FD B4 64 59 97 41 42 AA 50 78 56 34 12,3E 00 F5 25 F0 75 CE 7B 9D CD D5 FD B4 64 59 97 41 42 AA 50,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000062_fulltrim.cfile,reference/signalout_000062_fulltrim.cfile,E65B5E1C6064895E2429CAB9B23CF23C68D9CA36D38F3462665CDD9DD5430EE9,data/reference_phy/metadata/000062.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
63,63,0,63,40 44 33 22 11 00 01 00 58 3F 00 D6 88 12 98 A8 1F 6C 6E FA 11 F6 71 CC 48 83 6F B5 B6 78 56 34 12,3F 00 D6 88 12 98 A8 1F 6C 6E FA 11 F6 71 CC 48 83 6F B5 B6,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000063_fulltrim.cfile,reference/signalout_000063_fulltrim.cfile,E364F515AEF9996ECF86BF593F19A45C1EACB540E6D915DF05E4A05E31E36A03,data/reference_phy/metadata/000063.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
64,64,0,64,40 44 33 22 11 00 01 00 58 40 00 03 C2 6B D5 1D 44 0E E5 55 A0 2A 6B 16 F0 8F 68 37 A3 78 56 34 12,40 00 03 C2 6B D5 1D 44 0E E5 55 A0 2A 6B 16 F0 8F 68 37 A3,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000064_fulltrim.cfile,reference/signalout_000064_fulltrim.cfile,F830D9C463287703C2EED938FC0A5B697D1CAFE6ABB4928C83CC953500E875FA,data/reference_phy/metadata/000064.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
65,65,0,65,40 44 33 22 11 00 01 00 58 41 00 E6 6B A1 2C D6 79 D4 3C 13 FA 08 1C 7A E2 9B E2 1C B5 78 56 34 12,41 00 E6 6B A1 2C D6 79 D4 3C 13 FA 08 1C 7A E2 9B E2 1C B5,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000065_fulltrim.cfile,reference/signalout_000065_fulltrim.cfile,DAD5BA7E03783352E47A458331DA57E4CA7B870AFE2228B677753619795CE7EA,data/reference_phy/metadata/000065.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
66,66,0,66,40 44 33 22 11 00 01 00 58 42 00 C3 F6 6E CF B0 F5 5A F9 F3 9E 3A 2C C0 7E 9F 9D CC 9D 78 56 34 12,42 00 C3 F6 6E CF B0 F5 5A F9 F3 9E 3A 2C C0 7E 9F 9D CC 9D,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000066_fulltrim.cfile,reference/signalout_000066_fulltrim.cfile,654735480ACD1C9D4E9D84804E798287A568DA1F807BD75A2468F5AA07A6A8A3,data/reference_phy/metadata/000066.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
67,67,0,67,40 44 33 22 11 00 01 00 58 43 00 30 B6 51 FB 4F B7 18 55 1B 5D C5 6D F6 E2 41 93 79 BE 78 56 34 12,43 00 30 B6 51 FB 4F B7 18 55 1B 5D C5 6D F6 E2 41 93 79 BE,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000067_fulltrim.cfile,reference/signalout_000067_fulltrim.cfile,730D35B3698160C02E7F4FCBD36C7E5FC219D24E252FCE3188ED2587B55DE247,data/reference_phy/metadata/000067.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
68,68,0,68,40 44 33 22 11 00 01 00 58 44 00 F8 44 84 DB CA 96 23 5E 23 67 6B 3B F2 2F B7 BF D8 8A 78 56 34 12,44 00 F8 44 84 DB CA 96 23 5E 23 67 6B 3B F2 2F B7 BF D8 8A,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000068_fulltrim.cfile,reference/signalout_000068_fulltrim.cfile,69A2A6584E792682F5C30D0E8AAC6BFAF9C415700A3B6BDEAF8F377AFC63B635,data/reference_phy/metadata/000068.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
69,69,0,69,40 44 33 22 11 00 01 00 58 45 00 89 3C 82 E7 AD 2F AD 53 F7 2B 0A 58 88 18 57 BD 44 38 78 56 34 12,45 00 89 3C 82 E7 AD 2F AD 53 F7 2B 0A 58 88 18 57 BD 44 38,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000069_fulltrim.cfile,reference/signalout_000069_fulltrim.cfile,FE8549A4219566E4651D48169AF2BBFC3B74AFD17AF2876CA6771C3D600F2A11,data/reference_phy/metadata/000069.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
70,70,0,70,40 44 33 22 11 00 01 00 58 46 00 19 DE F6 55 85 4C E3 C1 30 B6 0B C0 AF B5 25 49 3E F8 78 56 34 12,46 00 19 DE F6 55 85 4C E3 C1 30 B6 0B C0 AF B5 25 49 3E F8,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000070_fulltrim.cfile,reference/signalout_000070_fulltrim.cfile,6421540C3D60A609526C67E2969A3F836FD053B1DD9DA4DC1FDF5089DE858A3F,data/reference_phy/metadata/000070.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
71,71,0,71,40 44 33 22 11 00 01 00 58 47 00 47 40 B4 D9 21 83 40 FC A8 54 9F B6 0D A1 13 A5 9B 39 78 56 34 12,47 00 47 40 B4 D9 21 83 40 FC A8 54 9F B6 0D A1 13 A5 9B 39,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000071_fulltrim.cfile,reference/signalout_000071_fulltrim.cfile,E462933C5B4F34EE6B44B85AF0E4E89A3597EA2664F33F89C1671F84630DBCC8,data/reference_phy/metadata/000071.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
72,72,0,72,40 44 33 22 11 00 01 00 58 48 00 51 96 FF 18 AE 4E 47 96 1D 0A 8D 1D C4 D2 CA 4B 5A 1D 78 56 34 12,48 00 51 96 FF 18 AE 4E 47 96 1D 0A 8D 1D C4 D2 CA 4B 5A 1D,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000072_fulltrim.cfile,reference/signalout_000072_fulltrim.cfile,1F0F9F84634C38B44946DC50207B15C4D6017C62FD43A17F812785C7CC2C6A3B,data/reference_phy/metadata/000072.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
73,73,0,73,40 44 33 22 11 00 01 00 58 49 00 98 CF B6 0D 06 EC EA 47 3D E4 2D 27 2D D7 5C 73 7A F1 78 56 34 12,49 00 98 CF B6 0D 06 EC EA 47 3D E4 2D 27 2D D7 5C 73 7A F1,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000073_fulltrim.cfile,reference/signalout_000073_fulltrim.cfile,A41A7A575CFBAA34CA2D29494C9354938933AF77B531DA420028BF8B37B17136,data/reference_phy/metadata/000073.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
74,74,0,74,40 44 33 22 11 00 01 00 58 4A 00 9A 82 5A 75 A7 4D 90 30 B5 E5 0E F6 29 5C 8F 16 4E 18 78 56 34 12,4A 00 9A 82 5A 75 A7 4D 90 30 B5 E5 0E F6 29 5C 8F 16 4E 18,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000074_fulltrim.cfile,reference/signalout_000074_fulltrim.cfile,AAA416FA1DB2D7BF55E9A9DB6D11B546BF9728463718205F43F869DC726F9290,data/reference_phy/metadata/000074.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
75,75,0,75,40 44 33 22 11 00 01 00 58 4B 00 0F 42 CA A1 A1 BD 98 5E 64 1C 02 9C 8C 6F 59 C9 FC 11 78 56 34 12,4B 00 0F 42 CA A1 A1 BD 98 5E 64 1C 02 9C 8C 6F 59 C9 FC 11,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000075_fulltrim.cfile,reference/signalout_000075_fulltrim.cfile,7DABD3A5383E7E99AA4E5E23D01BA71FF6844C6D77D550720553FDC889534D88,data/reference_phy/metadata/000075.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
76,76,0,76,40 44 33 22 11 00 01 00 58 4C 00 5C C5 17 BB EF BA 53 57 2B 25 72 AA 50 30 3D 44 5F 09 78 56 34 12,4C 00 5C C5 17 BB EF BA 53 57 2B 25 72 AA 50 30 3D 44 5F 09,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000076_fulltrim.cfile,reference/signalout_000076_fulltrim.cfile,64E31C15051068E4C62A2D54C535B7CEBDEEBC20DD41C4708C379ACE7DD05F27,data/reference_phy/metadata/000076.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
77,77,0,77,40 44 33 22 11 00 01 00 58 4D 00 56 A5 22 04 57 27 53 43 46 1A F6 4D 17 D4 EB 05 61 89 78 56 34 12,4D 00 56 A5 22 04 57 27 53 43 46 1A F6 4D 17 D4 EB 05 61 89,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000077_fulltrim.cfile,reference/signalout_000077_fulltrim.cfile,C6EE4C6797A5EEF8234454FD4B08A30822D04AC6DE83A0B266D863A1C98581A7,data/reference_phy/metadata/000077.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
78,78,0,78,40 44 33 22 11 00 01 00 58 4E 00 F2 4A 38 45 A3 96 3A DD E4 AC 51 03 73 E3 81 6F 6A 7B 78 56 34 12,4E 00 F2 4A 38 45 A3 96 3A DD E4 AC 51 03 73 E3 81 6F 6A 7B,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000078_fulltrim.cfile,reference/signalout_000078_fulltrim.cfile,C5B2E1AA3BA7D70376781223D66C8DD5A8D20D9F95E1BFA2F7CEA5CA1A390459,data/reference_phy/metadata/000078.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
79,79,0,79,40 44 33 22 11 00 01 00 58 4F 00 69 81 D5 D9 B5 AC 7E FF 42 DC 5B 23 35 AD D0 B4 4C 1D 78 56 34 12,4F 00 69 81 D5 D9 B5 AC 7E FF 42 DC 5B 23 35 AD D0 B4 4C 1D,33,12,125000,4,16,18,1,1,1000000,32768,10000,0,2770704,8,56,6000,data/reference_phy/reference/signalout_000079_fulltrim.cfile,reference/signalout_000079_fulltrim.cfile,A8476A48FCBC99494D2647F651D6188CBBC2FF1069DB7623F08C12A2539F3788,data/reference_phy/metadata/000079.json,data/raw/packet_reference.txt,AF79F08533A645313F54B0A2ECC01832832ABBA15D9CFE93A2880FAF9CD36D61
